Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK27,OUT018,1851.3442
NCK18,OUT017,2759.217
FDB52,OUT019,593.45654
DRG25,OUT027,5057.5684
FDZ13,OUT049,940.4965
FDB57,OUT019,679.9173
FDR40,OUT046,1395.6305
NCO14,OUT019,224.55766
NCN19,OUT045,2992.89
FDQ28,OUT019,442.27457
FDO13,OUT018,2309.1733
FDK48,OUT013,1324.5208
FDU07,OUT018,2209.9902
FDW20,OUT046,2078.899
FDV12,OUT010,360.0602
FDH24,OUT013,2514.6147
FDV59,OUT049,3485.7402
FDK57,OUT045,1981.9987
FDL16,OUT027,1278.6063
NCQ17,OUT046,2443.836
FDJ15,OUT018,2842.2327
FDX24,OUT049,1543.4512
FDT47,OUT046,1886.8312
FDT10,OUT049,1055.344
FDZ37,OUT018,1299.6587
FDW43,OUT027,6247.9805
DRN36,OUT017,1638.5038
FDJ14,OUT045,1321.9309
FDA32,OUT013,3407.2715
FDJ38,OUT019,582.88074
FDQ57,OUT017,2442.8494
NCQ41,OUT019,558.73065
FDG56,OUT049,1124.4482
DRC13,OUT027,3295.2974
FDV55,OUT035,2540.9055
FDQ49,OUT045,2697.2554
FDE29,OUT010,303.2874
FDR03,OUT013,3409.1462
FDD45,OUT049,1543.8453
FDN38,OUT010,594.44037
FDT56,OUT046,1011.7844
FDT48,OUT045,3066.9988
FDU03,OUT049,2897.0286
FDC56,OUT010,345.2399
NCO43,OUT027,2611.0347
FDQ27,OUT017,1842.3536
FDR03,OUT046,3467.427
DRH23,OUT010,298.24927
FDG22,OUT045,696.94116
NCJ42,OUT013,1675.149
FDR24,OUT046,1462.624
FDW60,OUT035,2885.834
FDJ08,OUT013,3021.8267
DRL59,OUT018,808.8224
FDG60,OUT010,615.47906
FDW27,OUT017,2422.5103
FDX14,OUT018,1169.3381
FDC20,OUT013,883.4979
NCS29,OUT018,3475.505
FDJ56,OUT046,1611.7472
FDB20,OUT019,337.48978
FDL28,OUT027,5811.4053
FDW01,OUT018,2179.5596
FDL03,OUT046,3016.3267
FDX22,OUT049,3542.5588
FDJ21,OUT035,2554.2944
FDR31,OUT045,2355.3176
FDG21,OUT035,2519.0608
FDS22,OUT027,1112.6356
FDK08,OUT035,1623.1941
FDE17,OUT018,2226.237
NCN30,OUT017,1642.0392
FDT50,OUT046,1601.1779
NCX42,OUT049,2573.809
FDJ12,OUT035,3558.5737
NCA18,OUT027,2977.965
FDP23,OUT019,571.86664
FDX12,OUT013,3920.5322
FDN40,OUT018,2226.6724
FDV48,OUT035,1370.6007
NCY54,OUT013,2693.096
FDL16,OUT010,240.1496
FDR45,OUT018,3172.7468
FDJ52,OUT046,2558.5696
DRG01,OUT017,1372.754
FDP52,OUT013,3717.9487
FDU58,OUT017,3150.0134
FDL02,OUT045,1671.306
FDG28,OUT013,4025.697
FDA19,OUT035,2008.1128
FDW46,OUT027,2142.0994
NCD43,OUT049,1725.7081
DRG39,OUT013,852.8574
NCF55,OUT049,772.0687
FDJ07,OUT046,2037.499
FDE08,OUT046,2486.119
FDP56,OUT019,246.93503
FDT45,OUT045,953.724
FDF17,OUT018,2822.7925
FDX44,OUT046,1438.1406
FDM28,OUT027,4723.7383
FDI36,OUT049,3092.1443
FDS07,OUT045,1902.8076
FDD36,OUT045,1959.1173
FDW11,OUT046,1053.5287
FDN40,OUT049,2387.876
NCQ18,OUT049,1613.6476
NCQ54,OUT017,2847.7222
NCS42,OUT045,1470.409
DRH39,OUT010,325.587
FDC09,OUT027,2637.1147
FDT08,OUT010,485.38617
FDC08,OUT035,3748.2437
FDT20,OUT017,731.00397
FDS35,OUT035,1128.4203
FDX58,OUT018,2876.6138
FDW58,OUT046,1717.5409
DRD27,OUT046,1606.3301
FDH32,OUT019,344.27774
FDS26,OUT035,4159.7007
FDQ31,OUT046,1501.3038
FDP11,OUT018,2938.8127
FDD58,OUT017,1650.6133
FDM33,OUT045,3375.2698
FDZ16,OUT049,3124.6384
NCS29,OUT010,683.2722
NCM18,OUT019,307.60242
FDP11,OUT049,3433.273
NCC42,OUT017,2252.8298
DRM23,OUT046,2813.9915
NCN55,OUT027,5765.52
FDK46,OUT013,3904.0388
FDR01,OUT046,3094.1094
NCA05,OUT045,2238.851
NCP43,OUT017,2947.9233
FDR12,OUT010,495.15704
FDQ01,OUT013,3848.8425
FDM13,OUT046,2043.207
FDQ19,OUT017,3964.2463
FDK56,OUT019,515.62695
NCX06,OUT010,600.3351
FDO56,OUT027,3031.5679
FDU45,OUT045,1854.9225
FDI16,OUT019,308.9682
FDL32,OUT046,1966.5029
FDA07,OUT046,2068.0632
FDA14,OUT045,2442.6948
FDV46,OUT027,3616.6758
NCO07,OUT035,3471.9822
NCP41,OUT046,1743.1138
FDY60,OUT018,1814.9753
FDN38,OUT017,4055.2546
FDO15,OUT046,1276.7998
FDT60,OUT013,2083.026
FDA55,OUT035,3779.8848
FDE02,OUT010,318.37738
DRJ39,OUT049,3572.0105
FDV34,OUT035,1312.8615
FDS20,OUT027,4750.9395
FDF02,OUT027,2799.1377
FDW40,OUT017,2205.3774
NCB43,OUT046,3021.924
FDR58,OUT017,1574.9056
DRJ59,OUT035,795.39935
NCD30,OUT017,1659.1005
FDE14,OUT017,1637.4763
FDC28,OUT018,1473.9044
FDU16,OUT018,1244.8654
NCD19,OUT035,983.4009
FDU21,OUT046,728.9019
FDV59,OUT027,4945.4727
FDU03,OUT045,2955.1162
FDC33,OUT010,903.9903
NCR42,OUT035,737.02026
DRH59,OUT035,1325.5574
NCM31,OUT035,2190.0693
FDS50,OUT035,3779.8848
FDP39,OUT046,957.4722
FDQ55,OUT013,2034.5016
FDV36,OUT019,436.62332
FDI05,OUT027,2327.7974
FDS45,OUT027,2570.6843
FDA39,OUT045,743.4344
FDC37,OUT010,344.15845
FDJ60,OUT027,4224.0454
DRQ35,OUT046,2069.6956
NCJ06,OUT046,2081.0955
NCY42,OUT018,2120.8032
DRM37,OUT049,3074.1807
FDR14,OUT045,859.63086
FDE51,OUT049,814.9809
FDT33,OUT017,2655.9634
FDR08,OUT013,1827.5817
FDE36,OUT010,546.34973
FDL22,OUT019,423.30606
FDR44,OUT013,2134.971
FDI56,OUT019,353.87216
FDE47,OUT010,401.83685
FDV27,OUT010,360.97076
FDV10,OUT049,799.34686
FDC40,OUT045,1310.4929
NCX41,OUT013,3387.4673
NCQ38,OUT027,2533.1655
FDV12,OUT027,2574.0054
FDE52,OUT017,1448.317
FDG20,OUT027,4408.758
FDV16,OUT027,1117.8702
FDI32,OUT017,1925.8043
FDJ32,OUT049,1036.7936
FDN39,OUT018,2428.7112
FDY34,OUT017,2777.7651
FDC14,OUT035,775.9003
FDA55,OUT017,3784.4275
FDZ50,OUT010,645.0837
DRG13,OUT049,2659.43
FDP01,OUT013,2329.5645
NCG54,OUT017,2916.5298
FDM13,OUT045,1999.4523
NCO18,OUT027,4875.6235
NCW41,OUT013,2477.2988
FDM52,OUT027,3698.4133
NCF55,OUT035,797.6346
FDT09,OUT046,2235.5537
NCM19,OUT035,1853.5023
FDW12,OUT018,2083.4402
FDP15,OUT019,700.7074
FDK36,OUT045,836.7743
FDZ25,OUT035,2946.135
NCW06,OUT049,3093.3406
FDW60,OUT046,2889.5935
DRC49,OUT013,2349.5198
NCT17,OUT035,3131.0342
NCN06,OUT018,2418.956
FDC45,OUT013,2827.6553
DRJ47,OUT019,728.7893
NCF06,OUT045,3762.274
FDE21,OUT010,394.1982
DRG27,OUT013,785.2199
FDW40,OUT049,2253.358
NCO53,OUT046,2987.4487
FDE23,OUT049,813.17584
FDQ16,OUT046,1699.9514
FDS26,OUT045,3876.561
FDZ13,OUT010,255.00185
FDS14,OUT049,2365.875
FDC10,OUT045,1889.1139
FDY16,OUT049,3035.6155
FDJ20,OUT035,1969.3821
FDV43,OUT035,777.68774
FDZ32,OUT027,2581.0413
FDR23,OUT046,2857.3945
FDN24,OUT035,945.27814
FDE34,OUT027,4826.0513
FDU31,OUT013,3400.7932
FDW33,OUT018,1525.1858
FDU26,OUT046,1986.6381
FDE20,OUT027,4690.7427
NCW05,OUT035,1709.923
FDB22,OUT018,2238.3496
FDO56,OUT046,1970.725
FDA19,OUT027,3412.3792
DRI39,OUT045,983.2013
FDH52,OUT018,885.0676
FDZ50,OUT035,3130.499
NCN42,OUT035,2620.3936
FDB53,OUT013,2517.3027
DRG11,OUT017,1720.5999
DRK11,OUT027,4042.0654
FDQ60,OUT017,2014.9757
FDT36,OUT017,657.609
DRG25,OUT018,2865.254
DRJ23,OUT046,3020.1343
FDG05,OUT035,2579.773
NCK06,OUT018,2169.4092
FDU52,OUT017,2418.4062
FDW07,OUT018,1365.1191
NCM17,OUT045,830.94855
FDA22,OUT045,2836.7036
NCA41,OUT018,2858.2769
FDF38,OUT035,783.23395
FDH52,OUT046,1047.1874
FDY58,OUT019,664.6852
FDZ16,OUT045,3091.4814
NCM18,OUT017,1102.6161
FDA22,OUT018,2547.145
NCJ43,OUT035,2897.6147
FDI34,OUT027,6171.5024
FDG56,OUT046,1132.0223
FDS34,OUT046,1934.13
DRC01,OUT035,941.51654
FDQ04,OUT035,777.149
FDK04,OUT035,954.19995
FDT51,OUT049,1720.4436
FDV26,OUT017,3145.6743
FDS04,OUT049,2203.3318
FDW43,OUT018,3270.4197
FDQ28,OUT010,487.2782
NCK06,OUT017,2096.889
FDS23,OUT018,1888.009
FDZ36,OUT019,589.1201
FDE56,OUT018,910.3927
FDW10,OUT027,4725.36
NCN14,OUT045,3005.37
NCQ18,OUT045,1569.801
FDW08,OUT017,1757.8992
FDU43,OUT035,3927.962
FDR33,OUT010,358.76276
FDM24,OUT010,481.99936
NCZ05,OUT046,1715.4941
NCV41,OUT035,1941.0446
FDV11,OUT018,2634.6477
NCY05,OUT035,749.0912
FDV44,OUT018,2838.4297
FDW32,OUT049,1359.7373
NCU18,OUT027,3388.7705
NCC43,OUT035,3672.9973
FDW19,OUT013,1808.352
FDN31,OUT035,3165.5476
FDI48,OUT045,821.3456
FDS24,OUT017,1458.9412
FDF46,OUT049,1980.1968
DRG23,OUT017,2383.1948
FDG14,OUT018,2178.074
NCY30,OUT049,2885.4534
FDO28,OUT018,1832.8613
DRD24,OUT035,2232.5518
FDI33,OUT049,1446.1082
FDN32,OUT046,3120.9321
FDR16,OUT045,3558.166
FDF26,OUT046,2364.6519
NCN29,OUT018,753.84625
FDE20,OUT045,2710.9011
FDA46,OUT046,3118.4114
FDU28,OUT045,3010.9155
FDQ48,OUT045,1625.7439
FDV36,OUT013,2136.0344
FDR14,OUT018,765.3855
FDP23,OUT017,3545.0627
FDP56,OUT013,851.05896
FDK48,OUT010,301.4014
FDR48,OUT046,2362.5625
NCY29,OUT049,1000.3026
FDM22,OUT018,832.19556
DRJ01,OUT013,2408.6958
FDZ43,OUT045,3846.7812
FDV03,OUT035,2543.3538
FDX11,OUT027,4671.9727
NCA41,OUT027,5343.9443
FDE38,OUT017,2655.1838
FDI27,OUT018,757.11346
FDN32,OUT013,3045.7893
NCN43,OUT017,2143.1697
FDB47,OUT027,5366.9863
FDV03,OUT017,2543.3538
NCN30,OUT045,1547.9525
NCV54,OUT010,396.00305
FDV07,OUT013,1742.8364
FDP07,OUT049,3023.4873
FDK48,OUT018,1113.5244
FDM15,OUT019,450.6388
FDY19,OUT027,3054.7937
FDK46,OUT046,3826.0183
FDY11,OUT045,1285.9087
FDH09,OUT046,898.1433
FDO08,OUT027,4201.2407
FDU14,OUT013,4189.6274
FDD22,OUT027,3179.999
FDM27,OUT017,2654.809
FDL02,OUT027,2779.3967
NCA17,OUT035,2520.8445
FDE38,OUT019,529.3161
NCG07,OUT049,3098.7844
DRC27,OUT013,3884.4387
FDA27,OUT035,4054.2812
FDW40,OUT045,2178.81
DRI11,OUT013,1946.3691
FDN50,OUT046,1597.2059
FDR12,OUT046,2865.3132
FDT34,OUT027,2806.2444
FDW11,OUT035,1081.1267
NCO30,OUT027,4984.8623
FDZ34,OUT017,3462.7126
FDU45,OUT017,1918.1971
NCD42,OUT035,770.3784
FDX25,OUT045,2932.9993
NCR29,OUT046,956.8181
FDX43,OUT019,459.83105
FDB04,OUT010,338.1512
FDR49,OUT027,1392.3138
FDS39,OUT018,1832.9406
FDW58,OUT045,1530.0378
FDG22,OUT019,220.64197
FDG31,OUT017,1136.8748
NCV53,OUT027,6371.0493
DRJ37,OUT035,2399.15
FDV07,OUT035,1781.5685
FDW52,OUT018,2362.287
FDT15,OUT045,3062.4946
FDD02,OUT018,1649.7505
FDM16,OUT035,1296.6891
NCE55,OUT046,2779.91
FDB57,OUT018,3300.5964
FDQ04,OUT013,760.7913
FDQ47,OUT019,218.77965
FDY14,OUT019,660.2471
DRK37,OUT017,3152.9426
FDO25,OUT017,3465.6055
FDL57,OUT046,3889.6462
NCK29,OUT018,1778.3832
FDK46,OUT027,6267.4507
NCB43,OUT010,585.35815
DRE01,OUT027,5861.364
FDC46,OUT018,2920.0093
FDQ23,OUT045,1687.5503
FDX38,OUT049,863.2256
FDG60,OUT018,3427.9648
FDW55,OUT017,3950.6292
FDP39,OUT013,841.43585
FDB20,OUT018,1207.8971
FDV21,OUT017,2067.5964
FDZ02,OUT013,1579.9246
FDP19,OUT027,2960.9832
FDA38,OUT035,3895.1199
FDH22,OUT045,2047.1934
DRM11,OUT045,4138.7773
FDO12,OUT027,4256.7725
FDT14,OUT049,2066.394
FDW34,OUT010,673.0414
FDG04,OUT027,4969.7397
FDW59,OUT018,1279.5236
FDR33,OUT018,1500.004
FDP32,OUT013,2082.6846
FDL13,OUT027,6266.8384
FDD22,OUT013,1978.4786
FDV40,OUT027,2042.2421
NCD55,OUT046,758.8212
FDQ20,OUT010,239.62366
FDD28,OUT045,902.22
FDC39,OUT045,3402.9548
NCR17,OUT049,1972.5225
DRO35,OUT018,1726.0524
FDF40,OUT049,4020.7087
FDR31,OUT018,2118.7588
NCQ41,OUT017,3108.9812
FDP38,OUT046,863.7213
NCU54,OUT027,5436.835
FDG22,OUT018,559.34
DRK59,OUT013,3727.613
FDC37,OUT046,1743.6627
NCO42,OUT013,2391.2563
NCT42,OUT017,2421.44
FDX27,OUT035,1621.7665
FDV40,OUT018,1094.8473
FDT45,OUT027,1633.1746
FDS47,OUT019,384.12744
FDR45,OUT035,3878.7788
FDB03,OUT045,3754.9426
FDO49,OUT035,966.4084
FDU60,OUT027,4224.0454
FDB26,OUT018,764.81354
FDB46,OUT017,3452.0823
FDQ37,OUT019,568.63605
FDN03,OUT017,3761.9395
NCX30,OUT045,3760.0784
FDK32,OUT019,443.01324
DRM47,OUT013,3008.0984
NCO02,OUT046,1280.2092
FDP04,OUT013,1051.2684
NCO43,OUT049,1812.4681
FDD59,OUT013,1321.7993
FDQ10,OUT017,2952.2773
FDW45,OUT035,2549.747
NCK30,OUT049,3883.848
FDU31,OUT018,2986.3352
NCQ17,OUT019,416.3227
FDN01,OUT017,2879.6511
FDZ19,OUT049,2817.9163
DRG37,OUT017,2530.0872
FDE32,OUT045,539.6911
FDO34,OUT049,2758.7449
FDM04,OUT019,247.66223
FDZ25,OUT049,2893.9285
FDU08,OUT049,1622.7609
NCW30,OUT045,3617.412
NCM18,OUT013,1006.1583
FDS22,OUT035,799.1941
NCH18,OUT017,3812.145
FDC23,OUT013,2973.527
FDY46,OUT013,2917.9668
NCU06,OUT046,3808.003
FDX57,OUT045,1558.3567
FDX36,OUT027,4894.681
FDL16,OUT045,852.421
FDT16,OUT010,696.94116
FDN16,OUT018,1519.946
FDC03,OUT046,3097.7107
DRF60,OUT013,3822.4473
FDS27,OUT027,5440.77
FDP33,OUT010,705.1203
FDJ36,OUT018,1732.6884
NCR42,OUT013,707.38196
FDV14,OUT017,1452.64
NCP42,OUT035,3228.801
FDB50,OUT027,2284.9595
NCC30,OUT027,4377.0625
FDA23,OUT018,1545.8219
FDW16,OUT017,1521.6555
FDQ52,OUT010,692.8508
FDB58,OUT049,2455.6992
NCP29,OUT049,1178.1866
NCM05,OUT045,3965.5054
FDO25,OUT013,3347.0488
NCM54,OUT046,2166.4976
NCL54,OUT046,2934.952
FDL39,OUT010,650.0168
FDF53,OUT018,3064.104
NCQ42,OUT035,2142.1167
FDF58,OUT013,967.9985
FDZ04,OUT035,1140.0571
FDE26,OUT019,397.94193
FDS60,OUT017,2495.0352
FDV58,OUT017,2334.222
FDM04,OUT045,853.9193
FDE08,OUT035,2540.1511
NCB43,OUT049,3026.6272
FDU11,OUT010,404.8852
FDF22,OUT019,579.8576
FDE24,OUT013,2227.5027
DRJ49,OUT046,2129.2605
NCQ53,OUT035,4023.3645
NCL41,OUT013,718.7992
FDR22,OUT013,1789.3168
FDH04,OUT035,1594.9231
DRH15,OUT045,796.9208
FDY40,OUT049,873.4202
NCI17,OUT035,1606.6299
NCC18,OUT013,2835.053
FDY28,OUT027,5332.663
FDB45,OUT027,2697.9565
NCL30,OUT018,1865.7444
FDM10,OUT017,3427.7598
FDH22,OUT027,3079.0295
NCZ53,OUT017,3158.1777
NCI18,OUT013,3607.4006
FDH14,OUT027,3347.8633
FDR36,OUT027,1032.4944
FDW01,OUT045,2461.8
FDK02,OUT027,2958.0684
FDJ02,OUT018,2061.8696
FDU55,OUT013,4313.8604
NCV18,OUT027,2507.6855
FDH14,OUT018,1787.0896
FDZ37,OUT045,1403.4634
FDX49,OUT049,3564.8098
NCD43,OUT046,1766.6045
FDZ07,OUT013,997.1222
FDK43,OUT035,2108.2488
FDR32,OUT018,3154.2651
FDT39,OUT013,2387.7947
NCV54,OUT017,2045.0588
FDF38,OUT018,580.8668
FDV60,OUT046,3019.6084
FDH44,OUT027,3847.342
FDS21,OUT046,1041.5808
NCL41,OUT045,697.859
FDM46,OUT017,1546.3768
FDU27,OUT045,856.5502
NCJ54,OUT017,3814.7412
DRG51,OUT018,2373.1838
NCA29,OUT019,403.44937
FDR47,OUT045,3016.8625
NCL19,OUT027,3363.5269
DRG01,OUT049,1281.9537
FDG10,OUT046,932.3369
NCV05,OUT049,2425.0647
NCH18,OUT019,634.6648
FDV14,OUT018,1281.6675
DRJ23,OUT035,3140.8115
DRJ11,OUT046,3107.8086
FDZ03,OUT017,3140.8877
FDI27,OUT010,245.90225
FDJ14,OUT018,1203.0511
FDU32,OUT017,2079.4014
FDD47,OUT027,3967.5105
DRF36,OUT035,3171.0996
FDM21,OUT046,3687.6797
FDV10,OUT018,597.68805
FDH60,OUT018,2877.5286
FDX47,OUT010,489.94632
FDT19,OUT019,600.9144
FDO11,OUT045,4163.4565
FDH24,OUT027,3975.7888
FDL02,OUT018,1500.5164
FDB02,OUT049,2893.0483
FDA43,OUT046,3093.8647
FDG52,OUT045,830.9049
DRC12,OUT013,2926.095
FDY37,OUT018,1764.9724
NCU18,OUT045,2179.9238
FDU09,OUT035,1006.63477
DRJ25,OUT027,1418.5004
DRE12,OUT018,1952.4459
DRL47,OUT017,2104.6775
DRK01,OUT046,1607.8925
FDC22,OUT019,533.5354
FDG44,OUT013,918.6756
FDW04,OUT035,2087.9377
FDK09,OUT049,3667.973
NCN43,OUT035,2164.0232
FDG04,OUT049,3100.2854
FDH32,OUT010,332.29623
DRI47,OUT017,2577.7827
DRE15,OUT013,1222.3958
FDY11,OUT035,1340.6383
FDO60,OUT049,755.1028
FDQ20,OUT018,594.8604
FDO57,OUT027,3712.7087
FDT14,OUT019,354.87708
FDA57,OUT049,743.3692
DRN35,OUT017,820.2205
FDJ03,OUT046,874.7445
FDX28,OUT017,1674.0732
DRE25,OUT045,1470.1798
FDR09,OUT046,3709.8381
FDB23,OUT035,3689.795
FDO08,OUT045,2520.1003
FDQ23,OUT049,1724.8229
FDW04,OUT013,2116.049
DRK13,OUT010,556.59827
NCL17,OUT027,3254.2698
FDY21,OUT035,3117.8188
FDJ38,OUT027,4969.7397
FDA37,OUT019,411.76465
FDV43,OUT013,770.22723
FDL36,OUT046,1503.2413
FDD53,OUT045,720.2212
FDZ19,OUT010,540.8404
FDV21,OUT045,2019.3052
NCL54,OUT018,2779.9587
DRI47,OUT027,3690.721
DRG03,OUT049,2500.1602
FDG21,OUT013,2510.0364
FDW03,OUT018,1634.8698
NCI55,OUT046,2136.1975
DRC36,OUT019,556.534
FDH22,OUT017,2058.0703
FDV20,OUT045,1997.8872
NCU41,OUT027,5289.1494
FDN46,OUT027,2812.4927
FDK50,OUT045,2516.2542
NCA05,OUT027,3657.5872
DRH01,OUT018,2695.177
FDT08,OUT018,2214.8328
FDM08,OUT018,3161.8755
FDZ07,OUT035,1085.714
FDS22,OUT017,901.9421
FDV35,OUT027,3720.867
FDI28,OUT010,309.5584
FDW58,OUT027,2365.6033
FDT52,OUT045,3860.725
FDY34,OUT046,2624.513
FDR10,OUT046,2751.662
FDK57,OUT017,2038.7543
FDR02,OUT027,2600.5684
FDX49,OUT046,3575.5474
FDQ20,OUT046,792.5161
DRK23,OUT045,4160.765
NCW06,OUT046,3088.8738
FDR31,OUT017,2436.762
NCE43,OUT013,2718.2927
DRO59,OUT027,2161.5884
FDN09,OUT049,3816.455
FDR11,OUT046,2565.8198
FDO57,OUT013,2509.314
NCX18,OUT017,3108.9812
FDB05,OUT018,3593.6191
FDQ08,OUT018,885.30426
NCG43,OUT035,1624.2643
FDJ56,OUT013,1693.8129
FDA13,OUT010,205.9299
FDO56,OUT017,1952.6112
FDB37,OUT018,3483.8594
FDZ02,OUT018,1392.2832
FDQ24,OUT046,4235.6235
FDM16,OUT013,1217.9974
FDU35,OUT049,1632.7272
FDT35,OUT035,2730.3247
NCX30,OUT049,3814.5063
FDG04,OUT017,3157.8284
FDI12,OUT035,1416.3064
FDE35,OUT035,1063.4274
NCP14,OUT027,2751.0977
NCY53,OUT045,1722.2706
FDP49,OUT017,1003.39417
FDQ04,OUT017,775.7331
FDM39,OUT035,2907.2393
FDO58,OUT019,449.3984
FDC56,OUT017,1998.5302
NCQ54,OUT046,2802.817
FDV10,OUT027,1109.9972
NCK17,OUT046,758.7557
NCF55,OUT027,1071.01
FDV33,OUT013,3836.77
NCH29,OUT019,356.19855
FDA37,OUT027,3266.4353
FDH46,OUT018,1546.4873
FDS25,OUT035,1758.5515
FDH04,OUT027,2438.1252
FDX52,OUT046,3096.1768
NCD42,OUT017,755.30914
FDW47,OUT017,2105.6604
FDL25,OUT027,2803.462
NCJ06,OUT010,359.83966
FDY09,OUT013,2881.5374
FDS40,OUT046,732.30505
FDH41,OUT017,3431.7483
FDG38,OUT035,1468.5748
FDU03,OUT027,4766.343
FDV20,OUT046,2046.7632
DRB13,OUT045,3010.3667
NCQ30,OUT013,2046.1278
NCH06,OUT013,3626.8728
FDU50,OUT018,1651.9717
NCO42,OUT019,441.97998
FDW09,OUT018,1174.943
FDH04,OUT013,1478.956
FDC21,OUT045,1697.1332
FDL21,OUT049,769.4856
FDM46,OUT010,344.52606
FDT22,OUT019,294.9143
FDB28,OUT035,3071.7114
FDI12,OUT018,1341.5365
FDA28,OUT045,2050.0989
FDF59,OUT013,2043.2782
FDM45,OUT027,3145.8713
FDQ56,OUT017,1468.9768
FDR46,OUT049,2529.4333
FDT01,OUT013,3275.0894
FDD16,OUT027,2107.8682
NCU30,OUT010,508.3456
FDM40,OUT010,434.5897
FDI56,OUT035,1542.141
NCS30,OUT013,2053.4407
FDU08,OUT017,1653.3945
FDX51,OUT027,5520.2197
FDA43,OUT045,3050.3293
FDX59,OUT010,197.69736
FDC37,OUT018,1529.1772
FDP58,OUT013,3318.3362
NCY42,OUT035,2192.188
FDF21,OUT018,2837.316
FDU10,OUT027,1072.2528
DRL47,OUT018,1859.0238
FDA58,OUT018,3095.5027
FDJ22,OUT049,3000.415
FDK50,OUT046,2561.5781
FDO38,OUT035,1410.5316
DRF60,OUT035,3822.8394
NCZ42,OUT019,599.5719
FDD35,OUT049,2033.9088
FDL25,OUT045,1525.9873
FDJ16,OUT013,902.9089
DRK59,OUT049,3641.4087
FDI50,OUT046,3748.5452
NCB19,OUT045,1508.5895
DRI37,OUT035,1061.1456
FDA14,OUT027,3666.161
FDC08,OUT018,3214.9692
FDS45,OUT046,2010.0463
FDI21,OUT049,1167.8147
DRJ47,OUT035,2901.1997
DRE37,OUT027,4962.8276
FDT55,OUT018,2329.9504
NCG42,OUT027,3395.68
FDA31,OUT049,2827.0303
NCW42,OUT046,3489.674
FDF50,OUT017,3063.8738
FDK56,OUT049,3091.4465
FDX10,OUT035,695.94586
NCK07,OUT027,3982.0908
FDZ49,OUT017,3627.3948
FDR33,OUT013,1710.4785
FDO44,OUT018,1558.4747
FDA20,OUT046,3095.3987
NCL30,OUT045,2051.2317
FDI05,OUT019,308.23416
FDQ12,OUT018,3179.4014
FDH47,OUT017,1643.0201
FDH34,OUT018,2859.4763
FDF29,OUT046,2208.9004
FDG40,OUT018,549.9597
NCE18,OUT017,3829.5977
FDP21,OUT010,563.34906
FDY50,OUT013,1498.3074
FDB36,OUT049,2162.6233
NCZ29,OUT049,2089.4456
FDU20,OUT018,1693.8204
FDO56,OUT013,1956.9816
FDW31,OUT049,3095.1753
DRH59,OUT013,1217.2642
NCB30,OUT017,3161.2673
FDK43,OUT027,3261.243
FDW43,OUT045,3614.8403
NCL19,OUT017,2311.924
FDJ27,OUT046,1627.7412
FDC45,OUT046,2695.4778
FDY40,OUT035,919.9622
NCM41,OUT035,1589.0515
NCK18,OUT019,543.3009
FDP37,OUT049,2107.2727
FDA27,OUT027,6015.52
NCX30,OUT035,3855.2495
FDR09,OUT017,3858.3997
FDG08,OUT027,4520.015
NCU30,OUT013,2500.852
FDB16,OUT017,1462.9491
FDM16,OUT017,1288.5115
FDC48,OUT013,1317.3369
NCF18,OUT046,3019.0205
FDU46,OUT018,1276.2942
FDH41,OUT018,2938.2256
NCN42,OUT010,514.2542
FDU49,OUT046,1398.9811
FDB20,OUT027,2238.989
FDG50,OUT019,359.55014
FDW20,OUT045,1881.7699
NCO55,OUT049,1732.057
FDX48,OUT046,2462.4573
FDU48,OUT046,2062.425
FDR48,OUT019,427.8378
FDK27,OUT013,2105.4243
FDT35,OUT013,2619.9934
FDN12,OUT049,1761.2736
NCE31,OUT019,225.62328
FDL21,OUT017,789.31976
FDV56,OUT017,1761.6372
FDR16,OUT017,3368.4724
NCP41,OUT049,1730.8463
FDJ27,OUT013,1691.2716
FDA07,OUT017,2046.0553
FDK55,OUT049,1414.9065
FDM33,OUT049,3676.9695
FDY46,OUT046,2995.9482
FDD36,OUT046,2026.2003
FDB12,OUT027,2776.9116
FDF28,OUT019,387.89526
NCE07,OUT019,470.4493
FDW50,OUT027,3921.0461
NCW18,OUT017,3830.4673
NCJ17,OUT019,339.06915
DRZ24,OUT010,385.07623
FDS07,OUT035,2043.1284
NCW05,OUT010,353.4438
FDZ22,OUT018,1247.8698
FDK02,OUT046,2029.4425
FDZ45,OUT027,5189.665
FDL25,OUT046,1494.0466
FDS08,OUT045,2778.6174
NCZ42,OUT027,6879.8794
FDX57,OUT035,1628.2518
FDF21,OUT046,3093.8647
FDJ56,OUT018,1371.1415
FDX10,OUT013,715.72437
DRG48,OUT035,2417.8533
DRN37,OUT046,2665.4446
NCY41,OUT018,518.443
FDN28,OUT045,1671.8782
FDE34,OUT045,2945.3662
FDR10,OUT045,2712.703
FDC32,OUT017,1552.7505
DRG13,OUT046,2656.2737
FDP59,OUT049,1680.1205
NCT53,OUT010,540.62085
FDL57,OUT027,5756.1294
FDN32,OUT010,599.35657
FDK09,OUT018,3144.0813
FDA52,OUT010,490.9445
FDC57,OUT049,3029.0254
FDI09,OUT035,3690.6958
NCB07,OUT046,3015.213
FDP26,OUT035,1679.971
FDP40,OUT027,3129.4907
FDL15,OUT013,2480.0835
FDV07,OUT046,1830.6477
FDS03,OUT017,1192.9163
FDE50,OUT049,3120.7334
